City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
121,hay river,60.8156,-115.7999,-18.01,78,75,7.72,CA,1677861794
122,san quintin,30.4833,-115.95,12.74,65,1,3.31,MX,1677861977
123,strezhevoy,60.7333,77.5889,-11.1,95,100,2.45,RU,1677861978
124,katsuura,35.1333,140.3,10.74,76,100,2.31,JP,1677861978
125,nemuro,43.3236,145.575,-3.24,81,71,2.78,JP,1677861979
126,hailar,49.2,119.7,-14.09,96,16,2.28,CN,1677861979
127,mitsamiouli,-11.3847,43.2844,28.1,75,99,4.78,KM,1677861981
128,klaksvik,62.2266,-6.589,4.51,74,89,6.24,FO,1677861981
129,marovoay,-16.1,46.6333,25.07,90,100,1.65,MG,1677861982
130,lompoc,34.6391,-120.4579,12.14,73,13,7.15,US,1677861982
131,bar harbor,44.3876,-68.2039,1.66,72,40,6.26,US,1677861983
132,sao francisco do sul,-26.2433,-48.6381,29.95,74,75,5.14,BR,1677861983
133,airai,-8.9266,125.4092,15.69,89,91,1.15,TL,1677861984
134,concepcion del oro,24.6333,-101.4167,16.71,13,0,1.61,MX,1677861984
135,carnarvon,-24.8667,113.6333,26.26,76,5,5.83,AU,1677861985
136,bluff,-46.6,168.3333,13.18,59,98,5.94,NZ,1677861986
137,port hardy,50.6996,-127.4199,2.0,93,100,2.06,CA,1677861930
138,east london,-33.0153,27.9116,24.52,78,0,6.17,ZA,1677861986
139,sao domingos,-13.3983,-46.3183,29.81,48,57,1.45,BR,1677861987
140,victor harbor,-35.5667,138.6167,13.71,73,71,3.1,AU,1677861987
141,bentong,3.5181,101.9079,24.16,99,100,0.65,MY,1677861988
142,ambilobe,-13.2,49.05,23.73,93,100,0.13,MG,1677861989
143,benguela,-12.5763,13.4055,25.97,72,10,3.35,AO,1677861990
144,dikson,73.5069,80.5464,-31.58,100,100,2.79,RU,1677861990
145,thompson,55.7435,-97.8558,-10.91,85,100,2.06,CA,1677861930
146,naldurg,17.8167,76.3,28.45,22,11,3.44,IN,1677861992
147,port alfred,-33.5906,26.891,21.77,89,98,2.24,ZA,1677861993
148,iquique,-20.2208,-70.1431,25.02,72,46,1.48,CL,1677861993
149,dingle,10.9995,122.6711,22.16,91,97,3.52,PH,1677861993
150,dunedin,-45.8742,170.5036,12.11,91,100,2.24,NZ,1677861825
151,almaznyy,48.0448,40.045,-0.3,80,62,3.91,RU,1677861994
152,maldonado,-34.6667,-54.9167,35.66,23,25,3.26,UY,1677861778
153,broome,42.2506,-75.833,5.56,62,0,3.6,US,1677861995
154,port keats,-14.25,129.55,26.8,82,100,3.49,AU,1677861995
155,kodiak,57.79,-152.4072,-4.27,46,0,14.92,US,1677861996
156,baykit,61.67,96.37,-9.82,93,86,2.74,RU,1677861996
157,moramanga,-18.9333,48.2,20.33,93,100,1.4,MG,1677861997
158,coihaique,-45.5752,-72.0662,12.34,43,40,5.14,CL,1677861997
159,ullapool,57.8987,-5.1604,6.31,79,10,2.03,GB,1677861997
160,ucluelet,48.9329,-125.5528,1.72,91,91,0.97,CA,1677861931
161,sao jose de ribamar,-2.5619,-44.0542,27.21,82,66,5.53,BR,1677861998
162,leningradskiy,69.3833,178.4167,-33.4,99,95,1.82,RU,1677861998
163,misratah,32.3754,15.0925,16.24,66,95,8.4,LY,1677861999
164,cartagena,10.3997,-75.5144,28.79,70,20,5.14,CO,1677861741
165,gat,31.61,34.7642,18.78,100,67,1.6,IL,1677861999
166,lindsay,36.203,-119.0882,11.11,75,49,1.69,US,1677862000
167,qui nhon,13.7667,109.2333,21.91,87,99,5.85,VN,1677862000
168,kemptville,45.0168,-75.641,-3.02,46,34,1.03,CA,1677861929
169,kopayhorod,48.8592,27.7969,2.08,74,96,3.71,UA,1677862000
170,bitung,1.4451,125.1824,23.47,87,100,3.04,ID,1677862001
171,quesnel,52.9999,-122.5029,-4.72,80,100,0.0,CA,1677862001
172,chokurdakh,70.6333,147.9167,-40.99,100,64,1.91,RU,1677862001
173,teguise,29.0605,-13.564,21.12,46,20,6.17,ES,1677862002
174,cabo san lucas,22.8909,-109.9124,20.28,69,0,1.54,MX,1677861733
175,tuktoyaktuk,69.4541,-133.0374,-38.0,67,20,1.54,CA,1677862003
176,berezovyy,51.6667,135.7,-18.63,94,25,2.12,RU,1677862004
177,chateaudun,48.0833,1.3333,10.08,61,5,3.62,FR,1677862004
178,mar del plata,-38.0023,-57.5575,32.19,51,0,5.14,AR,1677861998
179,touros,-5.1989,-35.4608,24.75,90,100,6.03,BR,1677862004
180,bengkulu,-3.8004,102.2655,23.65,92,98,2.71,ID,1677862005
181,khandbari,27.3747,87.2039,16.6,55,58,0.9,NP,1677862005
182,raipur,21.2333,81.6333,28.08,34,0,2.06,IN,1677862005
183,maxixe,-23.8597,35.3472,24.91,94,75,5.97,MZ,1677862006
184,husavik,66.0449,-17.3389,0.8,86,87,2.59,IS,1677862006
185,hualmay,-11.0964,-77.6139,25.74,70,99,4.57,PE,1677862006
186,mahebourg,-20.4081,57.7,27.36,83,40,2.06,MU,1677862007
187,yauya,-8.9833,-77.3,15.18,57,92,2.87,PE,1677862007
188,labuhan,-6.8844,112.2051,25.3,87,77,3.52,ID,1677862007
189,severo-kurilsk,50.6789,156.125,-5.44,69,91,12.38,RU,1677862008
190,tonj,7.2737,28.6822,33.8,17,93,1.8,SS,1677862008
191,ledyard,41.4398,-72.0142,7.26,46,0,2.57,US,1677862008
192,alugan,12.2188,125.4808,24.84,80,100,4.25,PH,1677862009
193,chapais,49.7834,-74.8492,-14.12,76,66,2.1,CA,1677862009
194,roma,43.2128,-75.4557,3.18,61,90,2.46,US,1677861843
195,wainwright,52.839,-110.8572,-8.15,83,40,4.6,CA,1677862009
196,vrangel,42.7297,133.0839,-2.67,64,0,3.17,RU,1677862010
197,quelimane,-17.8786,36.8883,29.97,74,40,2.06,MZ,1677862010
198,mahibadhoo,3.7833,72.9667,27.51,77,65,7.99,MV,1677862010
199,ancud,-41.8697,-73.8203,14.41,63,86,1.54,CL,1677862011
200,coahuayana,18.7333,-103.6833,29.0,48,35,2.97,MX,1677862011
201,hofn,64.2539,-15.2082,2.01,93,100,1.54,IS,1677862011
202,buala,-8.145,159.5921,25.36,88,95,4.04,SB,1677862012
203,daryapur,20.9333,77.3333,30.36,22,47,2.32,IN,1677862012
204,flinders,-34.5833,150.8552,20.1,91,95,0.45,AU,1677862012
205,fortuna,40.5982,-124.1573,4.96,98,0,1.54,US,1677862013
206,puro,12.4841,123.3827,23.93,82,99,5.97,PH,1677862013
207,villa guerrero,18.8667,-99.65,22.93,14,0,2.36,MX,1677862013
208,praia,14.9215,-23.5087,27.3,50,75,7.2,CV,1677862014
209,yanji,42.9075,129.5078,-1.59,61,0,0.49,CN,1677862014
210,banepa,27.6298,85.5214,15.18,82,40,2.06,NP,1677862014
211,kenora,49.8167,-94.4337,-5.46,93,100,6.71,CA,1677862014
212,tongren,27.7172,109.1853,12.11,86,2,0.77,CN,1677862015
213,faanui,-16.4833,-151.75,27.35,72,64,1.78,PF,1677862015
214,batagay-alyta,67.8006,130.4114,-31.81,91,100,1.24,RU,1677862015
215,xiongyue,40.1774,122.1228,2.78,69,28,1.92,CN,1677862016
216,guerrero negro,27.9769,-114.0611,15.3,51,11,3.71,MX,1677862016
217,berlevag,70.8578,29.0864,1.0,93,100,8.75,NO,1677862016
218,ishigaki,24.3448,124.1572,15.07,77,98,2.57,JP,1677862016
219,jalu,29.0331,21.5482,24.04,15,1,4.52,LY,1677862017
220,mokhsogollokh,61.4681,128.9203,-15.15,97,100,3.03,RU,1677862017
221,tasiilaq,65.6145,-37.6368,-0.91,98,100,6.07,GL,1677862017
222,waingapu,-9.6567,120.2641,24.35,88,86,2.43,ID,1677862018
223,autazes,-3.5797,-59.1306,30.49,67,83,2.1,BR,1677862018
224,sinnamary,5.3833,-52.95,26.4,83,86,6.42,GF,1677862018
225,redlands,34.0556,-117.1825,13.08,72,21,0.91,US,1677861866
226,oktyabrskiy,54.4815,53.471,-4.12,93,99,4.98,RU,1677862019
227,krasnyy yar,46.5331,48.3456,-0.02,62,69,4.44,RU,1677862019
228,bethel,41.3712,-73.414,6.94,52,0,1.54,US,1677862019
229,maryville,35.7565,-83.9705,24.6,66,75,10.29,US,1677862007
230,cravo norte,6.3017,-70.2041,33.39,38,71,5.35,CO,1677862020
231,nioro,13.35,-15.75,37.94,7,42,2.77,GM,1677862020
232,grindavik,63.8424,-22.4338,6.97,81,75,5.66,IS,1677862020
233,kimbe,-5.5502,150.1429,24.61,95,100,1.62,PG,1677862021
234,naze,28.3667,129.4833,10.51,56,98,0.88,JP,1677862021
235,beyneu,45.3167,55.2,2.2,48,19,2.69,KZ,1677862021
236,gizo,-8.103,156.8419,26.92,81,97,6.2,SB,1677862022
237,erzin,36.9559,36.2,15.39,82,5,0.73,TR,1677862022
238,quatre cocos,-20.2078,57.7625,27.27,76,81,3.06,MU,1677862023
239,vao,-22.6667,167.4833,25.28,87,100,8.54,NC,1677862025
240,moree,-29.4667,149.85,21.15,63,34,4.54,AU,1677862025
241,susanville,40.4163,-120.653,1.73,76,75,3.13,US,1677861817
242,dandong,40.1292,124.3947,1.46,81,7,1.12,CN,1677862026
243,eydhafushi,5.1033,73.0708,27.08,73,48,8.2,MV,1677862026
244,muroto,33.2833,134.15,9.6,55,93,1.51,JP,1677862027
245,ust-tsilma,65.441,52.1498,-13.32,97,100,1.87,RU,1677862027
246,bathsheba,13.2167,-59.5167,29.34,61,20,8.75,BB,1677862028
247,chicama,-7.8447,-79.1469,24.3,57,84,4.69,PE,1677862028
248,ulaangom,49.9811,92.0667,-19.57,94,100,1.79,MN,1677862029
249,kaspiyskiy,45.3929,47.3707,0.59,86,48,3.75,RU,1677862029
250,khorramshahr,30.4397,48.1664,23.97,33,0,3.09,IR,1677862030
251,porto empedocle,37.2934,13.5264,8.51,75,59,4.1,IT,1677862031
252,kahului,20.8947,-156.47,22.13,84,0,8.23,US,1677862031
253,livingston,55.9029,-3.5226,7.11,69,75,1.54,GB,1677862032
254,gambo,4.6482,22.2633,30.39,31,45,1.47,CF,1677862032
255,mayumba,-3.432,10.6554,27.6,79,84,4.57,GA,1677862033
256,kazachinskoye,57.6953,93.2761,-6.53,98,100,0.22,RU,1677862033
257,vila,42.0304,-8.1588,8.72,47,2,1.46,PT,1677862034
258,turuvekere,13.1642,76.6667,21.65,35,0,5.0,IN,1677862034
259,pevek,69.7008,170.3133,-34.61,100,98,2.11,RU,1677862035
260,kaliganj,23.4095,89.1402,24.68,26,0,2.22,BD,1677861997
261,ca mau,9.1769,105.15,24.48,73,90,4.53,VN,1677862035
262,san pedro,14.35,121.0167,24.64,74,20,1.03,PH,1677862036
263,longyearbyen,78.2186,15.6401,-14.09,51,20,11.83,SJ,1677862036
264,udachnyy,66.4167,112.4,-17.13,94,87,2.95,RU,1677862037
265,nantucket,41.2835,-70.0995,7.03,64,20,4.12,US,1677862037
266,kaeo,-35.1,173.7833,16.29,94,44,1.92,NZ,1677862038
267,kolpashevo,58.3131,82.9089,-9.95,95,95,3.7,RU,1677862038
268,petropavlovsk-kamchatskiy,53.0452,158.6483,-10.67,52,0,6.0,RU,1677861827
269,nidzica,53.3605,20.4275,0.77,75,100,3.0,PL,1677862039
270,thoen,17.6129,99.2161,23.55,45,0,0.8,TH,1677862040
271,santiago,-33.4569,-70.6483,29.75,32,0,4.63,CL,1677861638
272,rocky mountain house,52.3668,-114.9188,-12.94,66,100,1.03,CA,1677862040
273,moba,33.2288,105.0179,4.23,64,2,2.06,CN,1677862041
274,hatta,24.1167,79.6,25.68,20,0,0.26,IN,1677862041
275,beloha,-25.1667,45.05,21.82,96,100,4.03,MG,1677862042
276,sur,22.5667,59.5289,24.79,66,52,3.95,OM,1677862042
277,yarada,17.65,83.2667,24.18,83,0,1.03,IN,1677862043
278,tuban,-6.8976,112.0649,25.04,87,82,3.2,ID,1677862043
279,manggar,-2.8833,108.2667,25.14,85,60,1.73,ID,1677862044
280,praxedis guerrero,31.3667,-106.0167,4.7,41,0,5.19,MX,1677862044
281,coihueco,-36.6167,-71.8333,23.41,46,0,4.12,CL,1677862045
282,zhezkazgan,47.8043,67.7144,-11.19,91,64,3.2,KZ,1677862045
283,norman wells,65.282,-126.8329,-37.98,67,20,1.54,CA,1677862045
284,simao,22.7886,100.9748,14.03,52,3,1.59,CN,1677862046
285,treinta y tres,-33.2333,-54.3833,35.69,27,64,6.84,UY,1677862046
286,saldanha,-33.0117,17.9442,22.03,91,74,5.74,ZA,1677862047
287,langxiang,46.95,128.8833,-12.8,95,42,1.18,CN,1677862047
288,saint-louis,16.3333,-15.0,36.8,6,73,2.76,SN,1677862048
289,daliang,22.8504,113.247,20.03,55,77,2.39,CN,1677862048
290,comodoro rivadavia,-45.8667,-67.5,18.92,13,40,11.83,AR,1677862048
291,abu samrah,35.3029,37.1841,14.29,75,30,8.97,SY,1677862049
292,vilhena,-12.7406,-60.1458,27.12,78,75,3.6,BR,1677861799
293,moranbah,-22.0016,148.0466,23.15,80,100,4.96,AU,1677862051
294,komsomolskiy,40.4272,71.7189,8.4,76,100,2.06,UZ,1677862052
295,santa rosa,14.3122,121.1114,25.06,76,84,4.49,PH,1677861971
296,yar-sale,66.8333,70.8333,-16.42,96,100,4.14,RU,1677862052
297,marsa matruh,31.3525,27.2453,18.11,72,0,2.57,EG,1677862053
298,severo-yeniseyskiy,60.3725,93.0408,-11.65,96,96,1.5,RU,1677862053
299,saint george,37.1041,-113.5841,6.91,56,0,1.34,US,1677861929
300,nanortalik,60.1432,-45.2371,5.19,82,100,8.84,GL,1677862054
301,kavieng,-2.5744,150.7967,26.51,82,100,5.81,PG,1677862054
302,palu,-0.8917,119.8707,23.87,94,100,0.88,ID,1677862055
303,tazovskiy,67.4667,78.7,-18.89,98,96,3.67,RU,1677862055
304,faya,18.3851,42.4509,17.29,60,11,1.99,SA,1677862056
305,sayyan,15.1718,44.3244,14.32,61,94,3.29,YE,1677862056
306,hobyo,5.3505,48.5268,26.47,67,31,8.42,SO,1677862056
307,alice springs,-23.7,133.8833,18.75,30,6,0.0,AU,1677861836
308,tuatapere,-46.1333,167.6833,11.41,77,96,3.8,NZ,1677862057
309,tuxpan,19.55,-103.4,15.87,33,24,1.98,MX,1677862057
310,bilma,18.6853,12.9164,33.28,9,30,3.45,NE,1677862058
311,poso,-1.3959,120.7524,24.05,91,82,2.07,ID,1677862058
312,middelburg,-25.7751,29.4648,21.35,41,49,0.73,ZA,1677862058
313,safaga,26.7292,33.9365,23.91,42,0,2.08,EG,1677862059
314,vanavara,60.34,102.2797,-10.31,92,87,2.01,RU,1677862059
315,ilulissat,69.2167,-51.1,5.01,52,0,4.12,GL,1677862059
316,chifeng,42.2683,118.9636,1.06,33,41,0.24,CN,1677862060
317,pierre,44.3683,-100.351,2.38,81,20,5.81,US,1677861770
318,krasnoselkup,65.7,82.4667,-17.52,94,100,8.04,RU,1677862060
319,kluang,2.0251,103.3328,22.08,99,100,2.94,MY,1677862060
320,kruisfontein,-34.0033,24.7314,20.67,83,71,5.35,ZA,1677862061
321,champerico,14.3,-91.9167,30.3,60,35,4.11,GT,1677862061
322,cayenne,4.9333,-52.3333,29.02,65,75,6.69,GF,1677862061
323,alofi,-19.0595,-169.9187,24.94,94,75,1.03,NU,1677862000
324,seka,17.9285,103.9552,20.02,64,0,2.62,TH,1677862062
325,aswan,24.0934,32.907,33.61,8,0,3.6,EG,1677862062
326,uyuni,-20.4597,-66.825,18.13,24,67,6.91,BO,1677862062
327,nouadhibou,20.931,-17.0347,25.99,47,95,5.66,MR,1677862063
328,kamennogorsk,60.9545,29.1339,-5.73,98,45,1.84,RU,1677862063
329,batemans bay,-35.7167,150.1833,19.5,89,100,1.43,AU,1677862063
330,aykhal,66.0,111.5,-16.23,100,98,4.01,RU,1677862064
331,poplar bluff,36.757,-90.3929,9.88,87,100,4.12,US,1677862064
332,huarmey,-10.0681,-78.1522,25.56,74,88,4.09,PE,1677862064
